0	1.022902	4.063707	9.039469	15.814461	24.203882	33.97889	44.872843	56.588589	68.806549	81.193451	93.411412	105.127157	116.021112	125.796117	134.185538	140.960532	145.936294	148.977098	150	0	-12.344594	-24.35246	-35.696055	-46.065952	-55.179293	-62.787487	-68.683	-72.70502	-74.743837	-74.743837	-72.70502	-68.682999	-62.787486	-55.179294	-46.065953	-35.696054	-24.352458	-12.344594	0	5.539789	-1.222091	1.515727	2.777642	2.805406	1.942017	0.585122	-0.864379	-2.052696	-2.716855	-2.716855	-2.052696	-0.864379	0.585122	1.942017	2.805405	2.777642	1.515727	-1.222091	-5.539789
0	3.144471	7.736435	13.683392	20.86554	29.138201	38.334724	48.26985	58.743442	69.544515	80.455485	91.256556	101.730149	111.665277	120.861799	129.13446	136.316608	142.263564	146.855529	150	0	-10.448042	-20.345673	-29.493515	-37.707286	-44.821524	-50.692915	-55.203185	-58.261476	-59.80618	-59.80618	-58.261476	-55.203185	-50.692915	-44.821524	-37.707286	-29.493515	-20.345674	-10.448041	0	3.342237	-0.503585	1.178655	1.862333	1.76318	1.132064	0.229985	-0.697092	-1.441452	-1.85297	-1.85297	-1.441452	-0.697092	0.229985	1.132064	1.76318	1.862333	1.178655	-0.503585	-3.342237
0	5.025972	10.956726	17.715574	25.215123	33.358402	42.040116	51.148009	60.564314	70.167275	79.832725	89.435686	98.851991	107.959884	116.641599	124.784878	132.284427	139.043274	144.974027	150	0	-8.255937	-15.887915	-22.79725	-28.8946	-34.101129	-38.349512	-41.584818	-43.765213	-44.862505	-44.862505	-43.765213	-41.584818	-38.349512	-34.101129	-28.8946	-22.797249	-15.887915	-8.255938	0	1.355116	0.162909	0.959925	1.179121	0.976025	0.508332	-0.074133	-0.638763	-1.07833	-1.317527	-1.317527	-1.07833	-0.638763	-0.074133	0.508332	0.976025	1.179121	0.959925	0.162909	-1.355116
0	6.542162	13.523387	20.898902	28.621401	36.641356	44.907328	53.366305	61.964033	70.645368	79.354634	88.035968	96.633695	105.092671	113.358645	121.3786	129.101099	136.476615	143.457838	150	0	-5.749035	-10.956124	-15.58787	-19.614567	-23.01039	-25.753558	-27.826478	-29.215856	-29.91278	-29.91278	-29.215856	-27.826478	-25.753558	-23.010389	-19.614566	-15.587869	-10.956122	-5.749035	0	-0.80022	1.090862	1.068858	0.82143	0.432	-0.022445	-0.473751	-0.864704	-1.150793	-1.301567	-1.301567	-1.150793	-0.864704	-0.473751	-0.022445	0.432	0.82143	1.068858	1.090862	0.80022
0	7.542851	15.202185	22.964772	30.817211	38.745941	46.737273	54.777407	62.85246	70.948488	79.051512	87.14754	95.222593	103.262728	111.254058	119.182789	127.035227	134.797815	142.457148	150	0	-2.960469	-5.605014	-7.929069	-9.928621	-11.600217	-12.940971	-13.948567	-14.621266	-14.957906	-14.957906	-14.621266	-13.948567	-12.940971	-11.600217	-9.928621	-7.929069	-5.605014	-2.960469	0	-5.333366	3.880047	2.507705	1.243938	0.113403	-0.862392	-1.665251	-2.280443	-2.696813	-2.906877	-2.906877	-2.696813	-2.280443	-1.665251	-0.862392	0.113403	1.243938	2.507704	3.880047	5.333366
0	7.894737	15.789474	23.684211	31.578947	39.473684	47.368421	55.263158	63.157895	71.052632	78.947368	86.842105	94.736842	102.631579	110.526316	118.421053	126.315789	134.210526	142.105263	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-18.698061	13.088643	8.102493	3.739612	1.19E-12	-3.116343	-5.609418	-7.479224	-8.725762	-9.34903	-9.34903	-8.725762	-7.479224	-5.609418	-3.116343	0	3.739612	8.102493	13.088643	18.698061
0	7.542851	15.202185	22.964772	30.817211	38.745941	46.737273	54.777407	62.85246	70.948488	79.051512	87.14754	95.222593	103.262728	111.254058	119.182789	127.035227	134.797815	142.457148	150	0	2.960469	5.605014	7.929069	9.928621	11.600217	12.940971	13.948567	14.621266	14.957906	14.957906	14.621266	13.948567	12.940971	11.600217	9.928621	7.929069	5.605014	2.960469	0	-5.333366	3.880047	2.507705	1.243938	0.113403	-0.862392	-1.665251	-2.280443	-2.696813	-2.906877	-2.906877	-2.696813	-2.280443	-1.665251	-0.862392	0.113403	1.243938	2.507704	3.880047	5.333366
0	6.542162	13.523387	20.898902	28.621401	36.641356	44.907328	53.366305	61.964033	70.645368	79.354634	88.035968	96.633695	105.092671	113.358645	121.3786	129.101099	136.476615	143.457838	150	0	5.749035	10.956124	15.58787	19.614567	23.01039	25.753558	27.826478	29.215856	29.91278	29.91278	29.215856	27.826478	25.753558	23.010389	19.614566	15.587869	10.956122	5.749035	0	-0.80022	1.090862	1.068858	0.82143	0.432	-0.022445	-0.473751	-0.864704	-1.150793	-1.301567	-1.301567	-1.150793	-0.864704	-0.473751	-0.022445	0.432	0.82143	1.068858	1.090862	0.80022
0	5.025972	10.956726	17.715574	25.215123	33.358402	42.040116	51.148009	60.564314	70.167275	79.832725	89.435686	98.851991	107.959884	116.641599	124.784878	132.284427	139.043274	144.974027	150	0	8.255937	15.887915	22.79725	28.8946	34.101129	38.349512	41.584818	43.765213	44.862505	44.862505	43.765213	41.584818	38.349512	34.101129	28.8946	22.797249	15.887915	8.255938	0	1.355116	0.162909	0.959925	1.179121	0.976025	0.508332	-0.074133	-0.638763	-1.07833	-1.317527	-1.317527	-1.07833	-0.638763	-0.074133	0.508332	0.976025	1.179121	0.959925	0.162909	-1.355116
0	3.144471	7.736435	13.683392	20.86554	29.138201	38.334724	48.26985	58.743442	69.544515	80.455485	91.256556	101.730149	111.665277	120.861799	129.13446	136.316608	142.263564	146.855529	150	0	10.448042	20.345673	29.493515	37.707286	44.821524	50.692915	55.203185	58.261476	59.80618	59.80618	58.261476	55.203185	50.692915	44.821524	37.707286	29.493515	20.345674	10.448041	0	3.342237	-0.503585	1.178655	1.862333	1.76318	1.132064	0.229985	-0.697092	-1.441452	-1.85297	-1.85297	-1.441452	-0.697092	0.229985	1.132064	1.76318	1.862333	1.178655	-0.503585	-3.342237
