100	0	0	0.098664	0.394265	0.885637	1.570842	2.447174	3.511176	4.758647	6.184665	7.783604	53.139526	56.266662	59.369065	62.434494	65.450849	68.406228	71.288964	74.087683	76.79134	79.389262	0	-3.139526	-6.266662	-9.369065	-12.434494	-15.450849	-18.406228	-21.288964	-24.087683	-26.79134	-49.901336	-49.605735	-49.114363	-48.429158	-47.552826	-46.488824	-45.241353	-43.815335	-42.216396	-40.45085	0.238192	-0.157955	-0.087833	-0.027928	0.021809	0.061577	0.091717	0.112702	0.125124	0.129686	-0.129595	-0.122906	-0.111982	-0.097151	-0.078867	-0.057699	-0.034324	-0.009509	0.015896	0.040979
102	0	0	0.100637	0.40215	0.90335	1.602259	2.496118	3.581399	4.85382	6.308359	7.939276	54.202316	57.391995	60.556447	63.683184	66.759866	69.774352	72.714743	75.569436	78.327166	80.977048	0	-3.202316	-6.391995	-9.556447	-12.683184	-15.759866	-18.774352	-21.714743	-24.569436	-27.327166	-50.899363	-50.59785	-50.09665	-49.397741	-48.503882	-47.418601	-46.14618	-44.691641	-43.060724	-41.259867	0.248891	-0.165306	-0.092245	-0.029816	0.022034	0.063511	0.094969	0.116898	0.129917	0.134755	-0.134219	-0.12727	-0.115921	-0.100514	-0.081521	-0.059534	-0.035257	-0.009488	0.01689	0.042926
104	0	0	0.10261	0.410036	0.921063	1.633676	2.545061	3.651623	4.948993	6.432052	8.094948	55.265107	58.517328	61.743828	64.931874	68.068883	71.142477	74.140523	77.05119	79.862993	82.564833	0	-3.265107	-6.517328	-9.743828	-12.931874	-16.068883	-19.142477	-22.140523	-25.05119	-27.862993	-51.89739	-51.589964	-51.078937	-50.366324	-49.454939	-48.348377	-47.051007	-45.567948	-43.905052	-42.068884	0.259804	-0.172805	-0.096747	-0.031742	0.022263	0.065483	0.098284	0.121178	0.134805	0.139925	-0.138934	-0.13172	-0.119937	-0.103943	-0.084227	-0.061405	-0.036208	-0.009465	0.017904	0.044912
106	0	0	0.104583	0.417921	0.938776	1.665092	2.594005	3.721846	5.044166	6.555745	8.25062	56.327897	59.642661	62.931209	66.180564	69.3779	72.510601	75.566302	78.532944	81.39882	84.152618	0	-3.327897	-6.642661	-9.931209	-13.180564	-16.3779	-19.510601	-22.566302	-25.532944	-28.39882	-52.895417	-52.582079	-52.061224	-51.334908	-50.405995	-49.278154	-47.955834	-46.444255	-44.74938	-42.877901	0.270929	-0.18045	-0.101336	-0.033706	0.022496	0.067492	0.101664	0.12554	0.139788	0.145194	-0.14374	-0.136255	-0.124031	-0.107438	-0.086985	-0.063312	-0.037176	-0.009442	0.018938	0.046938
108	0	0	0.106557	0.425806	0.956488	1.696509	2.642948	3.79207	5.139339	6.679439	8.406292	57.390688	60.767995	64.118591	67.429254	70.686917	73.878726	76.992081	80.014697	82.934647	85.740403	0	-3.390688	-6.767995	-10.118591	-13.429254	-16.686917	-19.878726	-22.992081	-26.014697	-28.934647	-53.893443	-53.574194	-53.043512	-52.303491	-51.357052	-50.20793	-48.860661	-47.320561	-45.593708	-43.686918	0.282268	-0.188241	-0.106014	-0.035709	0.022732	0.069539	0.105107	0.129985	0.144865	0.150564	-0.148636	-0.140876	-0.128202	-0.110999	-0.089795	-0.065254	-0.038163	-0.009418	0.019992	0.049002
110	0	0	0.10853	0.433691	0.974201	1.727926	2.691892	3.862293	5.234512	6.803132	8.561964	58.453478	61.893328	65.305972	68.677944	71.995934	75.24685	78.417861	81.496451	84.470473	87.328189	0	-3.453478	-6.893328	-10.305972	-13.677944	-16.995934	-20.24685	-23.417861	-26.496451	-29.470473	-54.89147	-54.566309	-54.025799	-53.272074	-52.308108	-51.137707	-49.765488	-48.196868	-46.438036	-44.495935	0.29382	-0.196179	-0.11078	-0.037749	0.022973	0.071624	0.108614	0.134513	0.150037	0.156034	-0.153624	-0.145583	-0.13245	-0.114625	-0.092656	-0.067232	-0.039167	-0.009393	0.021066	0.051105
112	0	0	0.110503	0.441577	0.991914	1.759343	2.740835	3.932517	5.329685	6.926825	8.717636	59.516269	63.018661	66.493353	69.926634	73.304951	76.614975	79.84364	82.978205	86.0063	88.915974	0	-3.516269	-7.018661	-10.493353	-13.926634	-17.304951	-20.614975	-23.84364	-26.978205	-30.0063	-55.889497	-55.558423	-55.008086	-54.240657	-53.259165	-52.067483	-50.670315	-49.073175	-47.282364	-45.304952	0.305585	-0.204264	-0.115635	-0.039828	0.023217	0.073746	0.112185	0.139124	0.155304	0.161604	-0.158702	-0.150375	-0.136776	-0.118318	-0.09557	-0.069245	-0.04019	-0.009367	0.02216	0.053247
114	0	0	0.112476	0.449462	1.009627	1.79076	2.789778	4.00274	5.424858	7.050519	8.873308	60.579059	64.143994	67.680735	71.175324	74.613968	77.9831	81.269419	84.459958	87.542127	90.503759	0	-3.579059	-7.143994	-10.680735	-14.175324	-17.613968	-20.9831	-24.269419	-27.459958	-30.542127	-56.887524	-56.550538	-55.990373	-55.20924	-54.210222	-52.99726	-51.575142	-49.949481	-48.126692	-46.113969	0.317562	-0.212496	-0.120578	-0.041945	0.023464	0.075906	0.11582	0.143817	0.160665	0.167274	-0.163872	-0.155254	-0.141179	-0.122077	-0.098536	-0.071295	-0.04123	-0.00934	0.023275	0.055428
116	0	0	0.11445	0.457347	1.027339	1.822177	2.838722	4.072964	5.520031	7.174212	9.02898	61.64185	65.269327	68.868116	72.424013	75.922985	79.351224	82.695198	85.941712	89.077954	92.091544	0	-3.64185	-7.269327	-10.868116	-14.424013	-17.922985	-21.351224	-24.695198	-27.941712	-31.077954	-57.88555	-57.542653	-56.972661	-56.177823	-55.161278	-53.927036	-52.479969	-50.825788	-48.97102	-46.922986	0.329753	-0.220874	-0.125609	-0.0441	0.023716	0.078104	0.119519	0.148593	0.166121	0.173045	-0.169132	-0.160218	-0.14566	-0.125902	-0.101554	-0.073381	-0.042289	-0.009312	0.024409	0.057647
118	0	0	0.116423	0.465233	1.045052	1.853593	2.887665	4.143187	5.615204	7.297905	9.184652	62.70464	66.394661	70.055497	73.672703	77.232002	80.719349	84.120978	87.423466	90.613781	93.67933	0	-3.70464	-7.394661	-11.055497	-14.672703	-18.232002	-21.719349	-25.120978	-28.423466	-31.613781	-58.883577	-58.534767	-57.954948	-57.146407	-56.112335	-54.856813	-53.384796	-51.702095	-49.815348	-47.732003	0.342156	-0.229398	-0.130728	-0.046294	0.023971	0.08034	0.123282	0.153451	0.171672	0.178916	-0.174483	-0.165268	-0.150218	-0.129793	-0.104624	-0.075502	-0.043366	-0.009284	0.025563	0.059906
120	0	0	0.118396	0.473118	1.062765	1.88501	2.936609	4.213411	5.710377	7.421599	9.340324	63.767431	67.519994	71.242878	74.921393	78.541019	82.087473	85.546757	88.905219	92.149607	95.267115	0	-3.767431	-7.519994	-11.242878	-14.921393	-18.541019	-22.087473	-25.546757	-28.905219	-32.149607	-59.881604	-59.526882	-58.937235	-58.11499	-57.063391	-55.786589	-54.289623	-52.578401	-50.659676	-48.54102	0.354772	-0.238069	-0.135935	-0.048525	0.024231	0.082613	0.127109	0.158393	0.177317	0.184887	-0.179926	-0.170404	-0.154854	-0.133751	-0.107746	-0.077659	-0.04446	-0.009255	0.026737	0.062203
122	0	0	0.12037	0.481003	1.080478	1.916427	2.985552	4.283634	5.80555	7.545292	9.495996	64.830221	68.645327	72.43026	76.170083	79.850036	83.455598	86.972536	90.386973	93.685434	96.8549	0	-3.830221	-7.645327	-11.43026	-15.170083	-18.850036	-22.455598	-25.972536	-29.386973	-32.685434	-60.87963	-60.518997	-59.919522	-59.083573	-58.014448	-56.716366	-55.19445	-53.454708	-51.504004	-49.350037	0.367601	-0.246886	-0.141231	-0.050794	0.024494	0.084925	0.131	0.163417	0.183057	0.190958	-0.185459	-0.175626	-0.159567	-0.137774	-0.11092	-0.079852	-0.045573	-0.009225	0.027932	0.064539
124	0	0	0.122343	0.488889	1.09819	1.947844	3.034496	4.353858	5.900722	7.668985	9.651668	65.893012	69.77066	73.617641	77.418773	81.159053	84.823722	88.398315	91.868727	95.221261	98.442685	0	-3.893012	-7.77066	-11.617641	-15.418773	-19.159053	-22.823722	-26.398315	-29.868727	-33.221261	-61.877657	-61.511111	-60.90181	-60.052156	-58.965504	-57.646142	-56.099278	-54.331015	-52.348332	-50.159054	0.380643	-0.255849	-0.146614	-0.053101	0.024761	0.087274	0.134955	0.168525	0.188892	0.19713	-0.191084	-0.180933	-0.164358	-0.141863	-0.114147	-0.082082	-0.046704	-0.009194	0.029146	0.066914
126	0	0	0.124316	0.496774	1.115903	1.979261	3.083439	4.424081	5.995895	7.792678	9.807341	66.955802	70.895994	74.805022	78.667463	82.46807	86.191847	89.824095	93.35048	96.757088	100.030471	0	-3.955802	-7.895994	-11.805022	-15.667463	-19.46807	-23.191847	-26.824095	-30.35048	-33.757088	-62.875684	-62.503226	-61.884097	-61.020739	-59.916561	-58.575919	-57.004105	-55.207322	-53.192659	-50.968071	0.393897	-0.264959	-0.152086	-0.055447	0.025033	0.089661	0.138974	0.173715	0.194821	0.203401	-0.196799	-0.186327	-0.169226	-0.146019	-0.117425	-0.084347	-0.047853	-0.009163	0.03038	0.069328
128	0	0	0.126289	0.504659	1.133616	2.010678	3.132383	4.494305	6.091068	7.916372	9.963013	68.018593	72.021327	75.992404	79.916153	83.777087	87.559971	91.249874	94.832234	98.292915	101.618256	0	-4.018593	-8.021327	-11.992404	-15.916153	-19.777087	-23.559971	-27.249874	-30.832234	-34.292915	-63.873711	-63.495341	-62.866384	-61.989322	-60.867617	-59.505695	-57.908932	-56.083628	-54.036987	-51.777088	0.407364	-0.274215	-0.157645	-0.05783	0.025308	0.092086	0.143057	0.178987	0.200845	0.209773	-0.202606	-0.191807	-0.174172	-0.150241	-0.120756	-0.086648	-0.04902	-0.009131	0.031634	0.07178
130	0	0	0.128263	0.512544	1.151329	2.042095	3.181326	4.564528	6.186241	8.040065	10.118685	69.081383	73.14666	77.179785	81.164843	85.086104	88.928096	92.675653	96.313988	99.828741	103.206041	0	-4.081383	-8.14666	-12.179785	-16.164843	-20.086104	-23.928096	-27.675653	-31.313988	-34.828741	-64.871737	-64.487456	-63.848671	-62.957905	-61.818674	-60.435472	-58.813759	-56.959935	-54.881315	-52.586105	0.421044	-0.283618	-0.163293	-0.060251	0.025587	0.094549	0.147204	0.184343	0.206964	0.216246	-0.208504	-0.197372	-0.179195	-0.154529	-0.124139	-0.088985	-0.050206	-0.009098	0.032908	0.074271
132	0	0	0.130236	0.52043	1.169041	2.073511	3.23027	4.634752	6.281414	8.163758	10.274357	70.144174	74.271993	78.367166	82.413533	86.395121	90.296221	94.101433	97.795741	101.364568	104.793826	0	-4.144174	-8.271993	-12.367166	-16.413533	-20.395121	-24.296221	-28.101433	-31.795741	-35.364568	-65.869764	-65.47957	-64.830959	-63.926489	-62.76973	-61.365248	-59.718586	-57.836242	-55.725643	-53.395122	0.434936	-0.293166	-0.169028	-0.06271	0.02587	0.09705	0.151415	0.189782	0.213177	0.222818	-0.214493	-0.203024	-0.184296	-0.158883	-0.127574	-0.091358	-0.051409	-0.009064	0.034202	0.076801
